 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Niue
01-Jan-2020 00:00, 1.560,  28.0,  27.1,  996.1, 0.407, 0.231,  240,  17.3,  10.3
01-Jan-2020 01:00, 1.340,  28.0,  27.1,  996.6, 0.292, 0.123,  233,  15.9,   6.6
01-Jan-2020 02:00, 1.128,  28.0,  27.9,  997.1, 0.242, 0.077,  224,  14.3,   5.8
01-Jan-2020 03:00, 0.920,  28.0,  28.0,  997.5, 0.202, 0.042,  223,  12.6,   4.2
01-Jan-2020 04:00, 0.751,  27.9,  27.3,  998.3, 0.159, 0.003,  220,  12.5,   4.1
01-Jan-2020 05:00, 0.638,  27.9,  27.5,  999.1, 0.101,-0.047,  204,  10.5,   2.8
01-Jan-2020 06:00, 0.625,  27.9,  25.8, 1000.1, 0.057,-0.083,  201,  10.6,   2.4
01-Jan-2020 07:00, 0.698,  27.9,  24.6, 1001.1, 0.021,-0.109,  195,   8.2,   2.0
01-Jan-2020 08:00, 0.841,  27.9,  24.5, 1002.0, 0.007,-0.113,  208,   9.3,   3.7
01-Jan-2020 09:00, 0.984,  27.8,  25.1, 1002.8,-0.016,-0.127,  195,   7.4,   1.8
01-Jan-2020 10:00, 1.128,  27.8,  25.4, 1003.3,-0.005,-0.108,  202,   6.8,   3.0
01-Jan-2020 11:00, 1.177,  27.8,  25.2, 1003.2,-0.019,-0.118,  184,   7.9,   2.3
01-Jan-2020 12:00, 1.158,  27.8,  25.2, 1002.9,-0.017,-0.117,  190,   5.9,   2.4
01-Jan-2020 13:00, 1.031,  27.8,  25.1, 1002.7,-0.039,-0.142,  186,   6.5,   1.6
01-Jan-2020 14:00, 0.841,  27.7,  25.1, 1002.5,-0.063,-0.168,  193,   6.5,   2.2
01-Jan-2020 15:00, 0.657,  27.5,  24.9, 1002.8,-0.066,-0.172,  182,   8.1,   2.3
01-Jan-2020 16:00, 0.519,  27.1,  24.8, 1003.3,-0.056,-0.159,  180,   6.4,   2.2
01-Jan-2020 17:00, 0.449,  27.0,  24.6, 1004.2,-0.044,-0.142,  174,   5.4,   1.8
01-Jan-2020 18:00, 0.448,  27.0,  25.7, 1004.9,-0.042,-0.131,  184,   5.3,   1.8
01-Jan-2020 19:00, 0.515,  27.1,  26.7, 1005.2,-0.050,-0.132,  185,   6.0,   1.9
01-Jan-2020 20:00, 0.641,  27.1,  27.1, 1005.0,-0.060,-0.140,  185,   6.9,   2.9
01-Jan-2020 21:00, 0.808,  27.2,  27.6, 1004.9,-0.061,-0.143,  206,   7.4,   2.0
01-Jan-2020 22:00, 0.970,  27.2,  28.3, 1004.9,-0.060,-0.144,  178,   6.7,   2.6
01-Jan-2020 23:00, 1.086,  27.0,  27.5, 1004.5,-0.057,-0.141,  215,   8.7,   3.5
02-Jan-2020 00:00, 1.147,  26.9,  28.7, 1004.3,-0.035,-0.123,  183,   7.4,   2.3
02-Jan-2020 01:00, 1.097,  26.9,  28.0, 1004.1,-0.040,-0.129,  199,   8.0,   2.7
02-Jan-2020 02:00, 0.952,  26.7,  27.9, 1003.8,-0.064,-0.155,  210,   7.5,   2.8
02-Jan-2020 03:00, 0.769,  26.5,  27.7, 1003.8,-0.081,-0.175,  221,   7.9,   2.7
02-Jan-2020 04:00, 0.606,  26.4,  27.8, 1004.3,-0.087,-0.181,  188,   8.1,   1.8
02-Jan-2020 05:00, 0.508,  26.2,  27.4, 1005.0,-0.077,-0.166,  160,   5.1,   1.4
02-Jan-2020 06:00, 0.484,  26.0,  25.1, 1006.0,-0.068,-0.149,  149,   3.1,   1.0
02-Jan-2020 07:00, 0.535,  25.9,  23.8, 1006.7,-0.063,-0.135,  145,   2.5,   1.4
02-Jan-2020 08:00, 0.652,  25.8,  23.5, 1007.4,-0.059,-0.124,  110,   2.8,   0.8
02-Jan-2020 09:00, 0.845,  26.3,  23.0, 1008.0,-0.019,-0.076,  130,   2.3,   1.1
02-Jan-2020 10:00, 1.015,  26.6,  22.9, 1008.2,-0.001,-0.053,  134,   2.3,   1.2
02-Jan-2020 11:00, 1.116,  27.0,  23.2, 1008.0,-0.012,-0.062,  127,   2.8,   1.1
02-Jan-2020 12:00, 1.166,  27.1,  22.8, 1007.7,-0.004,-0.056,  146,   2.2,   1.1
02-Jan-2020 13:00, 1.110,  27.2,  22.5, 1007.1,-0.020,-0.076,  140,   3.2,   1.2
02-Jan-2020 14:00, 0.973,  27.3,  23.1, 1007.0,-0.042,-0.104,  110,   2.2,   0.8
02-Jan-2020 15:00, 0.792,  27.4,  22.4, 1006.9,-0.061,-0.123,  104,   2.2,   0.9
02-Jan-2020 16:00, 0.606,  27.4,  22.4, 1007.0,-0.084,-0.147,  123,   2.3,   1.4
02-Jan-2020 17:00, 0.497,  27.4,  21.9, 1007.7,-0.070,-0.131,  108,   2.2,   1.3
02-Jan-2020 18:00, 0.419,  27.4,  23.3, 1008.1,-0.089,-0.144,  129,   2.2,   1.3
02-Jan-2020 19:00, 0.435,  27.5,  26.7, 1008.2,-0.091,-0.142,  130,   2.0,   0.9
02-Jan-2020 20:00, 0.516,  27.6,  27.0, 1008.2,-0.099,-0.149,  268,   3.8,   1.1
02-Jan-2020 21:00, 0.629,  27.6,  27.1, 1008.1,-0.130,-0.180,  234,   3.6,   1.6
02-Jan-2020 22:00, 0.804,  27.7,  27.8, 1007.9,-0.122,-0.173,  238,   6.1,   2.9
02-Jan-2020 23:00, 0.966,  27.7,  27.8, 1007.6,-0.110,-0.163,  100,   5.9,   1.4
03-Jan-2020 00:00, 1.067,  27.7,  26.9, 1007.4,-0.102,-0.159,   81,   3.2,   0.3
03-Jan-2020 01:00, 1.100,  27.7,  25.1, 1007.2,-0.084,-0.143,   78,   2.5,   0.8
03-Jan-2020 02:00, 1.034,  27.8,  28.6, 1006.9,-0.083,-0.143,  102,   5.2,   1.4
03-Jan-2020 03:00, 0.886,  27.8,  27.8, 1006.5,-0.097,-0.160,  122,   6.3,   2.4
03-Jan-2020 04:00, 0.708,  27.7,  27.1, 1006.7,-0.110,-0.177,  146,   4.0,   0.8
03-Jan-2020 05:00, 0.558,  27.7,  27.2, 1007.3,-0.114,-0.179,  107,   4.3,   1.8
03-Jan-2020 06:00, 0.467,  27.6,  25.9, 1008.3,-0.114,-0.172,  104,   3.7,   0.2
03-Jan-2020 07:00, 0.466,  27.6,  24.5, 1008.9,-0.098,-0.147,  115,   2.0,   0.5
03-Jan-2020 08:00, 0.517,  27.6,  24.0, 1009.6,-0.105,-0.147,  106,   2.6,   1.2
03-Jan-2020 09:00, 0.621,  27.6,  24.0, 1010.0,-0.117,-0.153,  102,   3.2,   1.0
03-Jan-2020 10:00, 0.792,  27.6,  23.7, 1010.1,-0.094,-0.126,  111,   2.1,   0.6
03-Jan-2020 11:00, 0.921,  27.4,  23.3, 1010.1,-0.104,-0.135,   71,   2.4,   0.9
03-Jan-2020 12:00, 1.014,  27.3,  22.8, 1009.5,-0.104,-0.136,  113,   3.5,   0.6
03-Jan-2020 13:00, 1.030,  27.2,  22.8, 1009.0,-0.111,-0.149,  117,   5.1,   2.6
03-Jan-2020 14:00, 1.002,  27.2,  22.0, 1008.8,-0.085,-0.128,  120,   4.3,   2.5
03-Jan-2020 15:00, 0.862,  27.1,  21.9, 1008.6,-0.105,-0.149,  137,   4.2,   2.2
03-Jan-2020 16:00, 0.707,  27.1,  21.9, 1008.7,-0.104,-0.150,  117,   3.5,   1.8
03-Jan-2020 17:00, 0.574,  27.1,  22.1, 1009.6,-0.091,-0.135,  127,   2.7,   1.5
03-Jan-2020 18:00, 0.466,  27.0,  23.3, 1010.0,-0.095,-0.131,  122,   2.8,   1.6
03-Jan-2020 19:00, 0.435,  26.9,  26.7, 1010.4,-0.089,-0.121,  102,   3.5,   1.1
03-Jan-2020 20:00, 0.469,  26.9,  27.7, 1010.5,-0.092,-0.120,  101,   5.0,   1.0
03-Jan-2020 21:00, 0.596,  26.8,  28.3, 1010.3,-0.069,-0.096,   28,   5.4,   2.2
03-Jan-2020 22:00, 0.748,  26.8,  28.3, 1010.1,-0.070,-0.099,   77,   5.0,   1.5
03-Jan-2020 23:00, 0.907,  26.9,  28.4, 1009.7,-0.076,-0.108,    7,   4.7,   1.9
04-Jan-2020 00:00, 1.074,  26.9,  28.1, 1009.6,-0.045,-0.081,   78,   4.2,   1.3
04-Jan-2020 01:00, 1.172,  26.9,  26.3, 1009.6,-0.019,-0.055,  160,   4.6,   0.6
04-Jan-2020 02:00, 1.135,  27.4,  26.3, 1009.4,-0.047,-0.084,  218,   2.7,   1.2
04-Jan-2020 03:00, 1.049,  27.4,  26.7, 1009.6,-0.046,-0.084,  167,   3.0,   1.9
04-Jan-2020 04:00, 0.905,  27.6,  27.6, 1009.9,-0.044,-0.080,  154,   4.7,   2.3
04-Jan-2020 05:00, 0.726,  27.6,  27.8, 1010.5,-0.061,-0.094,  148,   4.3,   1.7
04-Jan-2020 06:00, 0.583,  27.7,  26.5, 1011.2,-0.069,-0.096,  100,   3.4,   0.3
04-Jan-2020 07:00, 0.520,  27.8,  24.8, 1012.0,-0.054,-0.073,   91,   1.4,   0.4
04-Jan-2020 08:00, 0.503,  27.8,  24.6, 1012.4,-0.067,-0.079,   90,   3.0,   0.7
04-Jan-2020 09:00, 0.543,  27.8,  25.1, 1012.9,-0.093,-0.101,  100,   2.3,   0.7
04-Jan-2020 10:00, 0.656,  27.8,  24.9, 1012.9,-0.100,-0.104,   81,   2.2,   1.0
04-Jan-2020 11:00, 0.821,  27.8,  24.7, 1012.3,-0.080,-0.084,   87,   2.6,   0.9
04-Jan-2020 12:00, 0.958,  27.8,  24.3, 1011.5,-0.072,-0.083,   88,   3.3,   0.9
04-Jan-2020 13:00, 1.013,  27.8,  23.7, 1011.0,-0.095,-0.113,  110,   3.3,   1.9
04-Jan-2020 14:00, 1.007,  27.8,  23.8, 1010.6,-0.107,-0.130,  100,   3.5,   1.3
04-Jan-2020 15:00, 0.944,  27.8,  23.5, 1010.7,-0.105,-0.131,   98,   3.2,   1.4
04-Jan-2020 16:00, 0.817,  27.7,  23.6, 1011.0,-0.109,-0.134,   96,   3.0,   1.3
