 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Nauru
01-Jan-2020 00:00, 1.296,  29.2,  31.8, 1009.5,-0.011,-0.051,   71,   4.8,   1.8
01-Jan-2020 01:00, 1.213,  29.1,  32.7, 1008.7, 0.012,-0.026,   63,   5.4,   1.5
01-Jan-2020 02:00, 1.221,  29.5,  32.7, 1007.4, 0.036,-0.010,   77,   4.6,   1.6
01-Jan-2020 03:00, 1.305,  29.6,  33.3, 1007.1, 0.038,-0.021,   84,   5.6,   1.4
01-Jan-2020 04:00, 1.441,  29.6,  32.6, 1007.2, 0.012,-0.049,  136,   4.6,   0.8
01-Jan-2020 05:00, 1.645,  29.7,  32.5, 1007.6, 0.014,-0.046,   80,   2.4,   0.6
01-Jan-2020 06:00, 1.843,  30.1,  30.7, 1008.3, 0.015,-0.041,  114,   2.2,   1.2
01-Jan-2020 07:00, 1.951,  30.1,  29.9, 1008.7,-0.023,-0.072,  106,   2.3,   1.4
01-Jan-2020 08:00, 1.995,  29.9,  28.9, 1009.2,-0.034,-0.079,  120,   2.3,   0.9
01-Jan-2020 09:00, 1.936,  29.9,  28.6, 1010.0,-0.038,-0.077,  103,   2.3,   0.9
01-Jan-2020 10:00, 1.793,  29.7,  28.3, 1010.1,-0.028,-0.060,  107,   1.6,   1.0
01-Jan-2020 11:00, 1.628,  29.5,  28.4, 1010.3, 0.019,-0.012,   97,   2.3,   1.2
01-Jan-2020 12:00, 1.361,  29.1,  28.1, 1010.3,-0.023,-0.053,  106,   2.7,   0.3
01-Jan-2020 13:00, 1.212,  28.9,  27.7, 1010.0, 0.016,-0.014,  125,   1.8,   0.7
01-Jan-2020 14:00, 1.116,  28.9,  28.3, 1009.5, 0.031,-0.002,  112,   2.5,   1.1
01-Jan-2020 15:00, 1.080,  28.7,  27.9, 1008.9, 0.009,-0.029,  356,   1.9,   0.6
01-Jan-2020 16:00, 1.200,  28.8,  27.6, 1008.7, 0.055, 0.011,   56,   1.8,   0.4
01-Jan-2020 17:00, 1.334,  28.9,  27.1, 1008.7, 0.049, 0.004,  124,   1.3,   0.2
01-Jan-2020 18:00, 1.475,  28.8,  26.6, 1008.9, 0.024,-0.021,   46,   1.4,   0.5
01-Jan-2020 19:00, 1.614,  29.1,  26.8, 1009.1, 0.007,-0.036,   84,   1.4,   0.4
01-Jan-2020 20:00, 1.723,  29.2,  31.1, 1009.8, 0.007,-0.033,    0,   0.9,   0.0
01-Jan-2020 21:00, 1.775,  29.4,  30.2, 1010.3, 0.022,-0.012,   43,   1.0,   0.4
01-Jan-2020 22:00, 1.802,  29.5,  29.7, 1010.5, 0.089, 0.060,  120,   2.2,   1.1
01-Jan-2020 23:00, 1.718,  29.6,  33.0, 1010.4, 0.105, 0.078,  249,   3.1,   2.1
02-Jan-2020 00:00, 1.489,  29.5,  30.9, 1010.1, 0.003,-0.026,  315,   3.3,   1.7
02-Jan-2020 01:00, 1.382,  29.5,  30.7, 1009.7, 0.012,-0.020,  210,   4.6,   2.5
02-Jan-2020 02:00, 1.313,-9999 ,-9999 ,-9999.0, 0.014,-0.022,   10,   4.6,   0.8
02-Jan-2020 03:00, 1.328,  29.4,  30.2, 1007.9, 0.029,-0.016,  261,   3.9,   0.1
02-Jan-2020 04:00, 1.380,  29.3,  33.3, 1007.4, 0.010,-0.044,  275,   1.9,   1.3
02-Jan-2020 05:00, 1.519,  29.8,  33.9, 1007.4, 0.024,-0.035,  259,   2.5,   1.2
02-Jan-2020 06:00, 1.648,  29.6,  30.7, 1007.9, 0.006,-0.052,  152,   3.3,   1.5
02-Jan-2020 07:00, 1.765,  29.9,  30.1, 1008.4,-0.013,-0.065,  232,   3.7,   1.7
02-Jan-2020 08:00, 1.846,  29.9,  29.0, 1009.1,-0.021,-0.069,  227,   4.6,   3.1
02-Jan-2020 09:00, 1.858,  29.8,  29.2, 1009.5,-0.030,-0.070,  237,   6.0,   3.6
02-Jan-2020 10:00, 1.803,  29.7,  29.0, 1009.6,-0.026,-0.063,  232,   6.0,   3.0
02-Jan-2020 11:00, 1.697,  29.5,  29.1, 1009.6,-0.003,-0.040,  216,   4.2,   1.6
02-Jan-2020 12:00, 1.542,  29.4,  29.1, 1009.4, 0.006,-0.030,  232,   3.8,   1.3
02-Jan-2020 13:00, 1.368,  29.3,  28.5, 1008.8, 0.000,-0.039,  266,   2.5,   1.2
02-Jan-2020 14:00, 1.253,  29.0,  27.5, 1008.0, 0.022,-0.023,  270,   2.3,   1.1
